SiteId,SiteName,MonitorDate,PSI,SO2SubIndex,COSubIndex,O3SubIndex,PM10SubIndex,NO2SubIndex
3,萬里,2016-10-24,50,3,2,38,50,
2,汐止,2016-10-24,24,6,4,24,22,
1,基隆,2016-10-24,34,2,4,34,20,
83,麥寮,2016-10-23,45,6,,,45,
80,關山,2016-10-23,25,2,,25,22,
78,馬公,2016-10-23,29,1,2,29,13,
77,金門,2016-10-23,51,5,3,51,43,
75,馬祖,2016-10-23,41,5,3,41,38,
72,埔里,2016-10-23,39,3,4,39,27,
71,復興,2016-10-23,21,8,5,,21,
70,永和,2016-10-23,31,5,10,,31,
69,竹山,2016-10-23,45,6,3,45,33,
68,中壢,2016-10-23,39,5,11,,39,
67,三重,2016-10-23,46,6,17,,46,
66,冬山,2016-10-23,40,5,5,40,,
65,宜蘭,2016-10-23,38,3,4,38,38,
64,陽明,2016-10-23,37,3,2,37,12,
63,花蓮,2016-10-23,34,3,3,34,28,
62,臺東,2016-10-23,28,,3,27,28,
61,恆春,2016-10-23,34,3,2,34,20,
60,潮州,2016-10-23,53,4,4,53,37,
59,屏東,2016-10-23,38,6,4,38,32,
58,小港,2016-10-23,32,12,4,25,32,
57,前鎮,2016-10-23,24,10,,,24,
56,前金,2016-10-23,33,6,3,28,33,
54,左營,2016-10-23,33,7,6,30,33,
53,楠梓,2016-10-23,44,5,5,28,44,
52,林園,2016-10-23,28,10,3,27,28,
51,大寮,2016-10-23,46,4,4,46,39,
50,鳳山,2016-10-23,45,7,5,,45,
49,仁武,2016-10-23,43,6,6,28,43,
48,橋頭,2016-10-23,28,6,4,25,28,
47,美濃,2016-10-23,44,3,2,44,24,
46,臺南,2016-10-23,27,5,4,27,22,
45,安南,2016-10-23,28,4,4,27,28,
44,善化,2016-10-23,33,3,3,33,29,
43,新營,2016-10-23,33,4,3,30,33,
42,嘉義,2016-10-23,35,7,5,35,29,
41,臺西,2016-10-23,4,4,,,,
40,朴子,2016-10-23,40,6,3,27,40,
39,新港,2016-10-23,36,4,3,30,36,
38,崙背,2016-10-23,32,6,3,31,32,
37,斗六,2016-10-23,37,6,3,37,35,
36,南投,2016-10-23,38,4,4,38,34,
35,二林,2016-10-23,38,5,3,34,38,
34,線西,2016-10-23,33,6,,,33,
33,彰化,2016-10-23,37,5,4,37,30,
32,西屯,2016-10-23,42,6,3,42,32,
31,忠明,2016-10-23,42,5,5,42,21,
30,大里,2016-10-23,40,4,5,40,27,
29,沙鹿,2016-10-23,37,5,4,37,35,
28,豐原,2016-10-23,44,6,3,44,23,
27,三義,2016-10-23,38,2,3,38,25,
26,苗栗,2016-10-23,34,5,4,34,33,
25,頭份,2016-10-23,30,4,,,30,
24,新竹,2016-10-23,30,4,3,30,27,
23,竹東,2016-10-23,34,4,3,34,29,
22,湖口,2016-10-23,37,5,3,37,28,
21,龍潭,2016-10-23,38,5,4,33,38,
20,平鎮,2016-10-23,32,6,3,32,29,
19,觀音,2016-10-23,33,6,2,33,33,
18,大園,2016-10-23,35,5,2,35,30,
17,桃園,2016-10-23,32,6,4,32,26,
16,大同,2016-10-23,44,6,14,,44,
15,松山,2016-10-23,33,4,7,31,33,
14,古亭,2016-10-23,32,3,6,31,32,
13,萬華,2016-10-23,33,4,7,28,33,
12,中山,2016-10-23,32,3,9,27,32,
11,士林,2016-10-23,35,4,5,35,25,
10,淡水,2016-10-23,35,4,3,35,30,
9,林口,2016-10-23,41,4,3,37,41,
8,菜寮,2016-10-23,33,5,8,33,26,
7,新莊,2016-10-23,32,6,6,32,26,
6,板橋,2016-10-23,33,6,6,30,33,
5,土城,2016-10-23,35,3,5,35,30,
4,新店,2016-10-23,36,3,4,36,35,
3,萬里,2016-10-23,42,4,3,42,34,
2,汐止,2016-10-23,31,3,5,31,26,
1,基隆,2016-10-23,38,4,4,38,21,
83,麥寮,2016-10-21,57,6,,,57,
80,關山,2016-10-21,18,2,,18,17,
78,馬公,2016-10-21,37,4,3,22,37,
77,金門,2016-10-21,40,5,2,31,40,
75,馬祖,2016-10-21,45,4,2,32,45,
72,埔里,2016-10-21,36,5,5,36,24,
71,復興,2016-10-21,40,12,7,,40,
70,永和,2016-10-21,19,3,14,,19,
69,竹山,2016-10-21,43,5,3,43,37,
68,中壢,2016-10-21,52,8,22,,52,
67,三重,2016-10-21,46,9,25,,46,
66,冬山,2016-10-21,31,2,3,31,14,
65,宜蘭,2016-10-21,26,3,4,24,26,
64,陽明,2016-10-21,48,3,3,48,11,
63,花蓮,2016-10-21,19,2,5,19,14,
62,臺東,2016-10-21,47,2,4,17,47,
61,恆春,2016-10-21,42,1,1,25,42,
60,潮州,2016-10-21,30,3,2,22,30,
59,屏東,2016-10-21,23,1,4,20,23,
58,小港,2016-10-21,65,41,16,13,65,
57,前鎮,2016-10-21,54,12,,,54,
56,前金,2016-10-21,46,12,5,19,46,
54,左營,2016-10-21,46,7,5,20,46,
53,楠梓,2016-10-21,54,6,5,20,54,
52,林園,2016-10-21,50,3,1,24,50,
51,大寮,2016-10-21,175,2,1,21,175,
50,鳳山,2016-10-21,45,,4,,45,
49,仁武,2016-10-21,53,4,3,24,53,
48,橋頭,2016-10-21,36,5,4,24,36,
47,美濃,2016-10-21,27,2,2,27,27,
46,臺南,2016-10-21,37,5,5,27,37,
45,安南,2016-10-21,50,6,4,25,50,
44,善化,2016-10-21,47,5,4,27,47,
43,新營,2016-10-21,57,4,5,26,57,
42,嘉義,2016-10-21,50,4,5,27,50,
41,臺西,2016-10-21,47,5,,,47,
40,朴子,2016-10-21,53,5,4,38,53,
39,新港,2016-10-21,56,3,6,28,56,
38,崙背,2016-10-21,53,4,4,51,53,
37,斗六,2016-10-21,45,3,4,37,45,
36,南投,2016-10-21,38,2,5,38,38,
35,二林,2016-10-21,60,7,4,47,60,
34,線西,2016-10-21,55,6,,,55,
33,彰化,2016-10-21,53,5,7,53,52,
32,西屯,2016-10-21,56,5,7,56,54,
31,忠明,2016-10-21,52,5,9,52,48,
30,大里,2016-10-21,54,5,7,42,54,
29,沙鹿,2016-10-21,58,6,6,58,57,
28,豐原,2016-10-21,69,6,5,69,45,
27,三義,2016-10-21,46,4,5,46,46,
26,苗栗,2016-10-21,52,4,6,48,52,
25,頭份,2016-10-21,55,6,,,55,
24,新竹,2016-10-21,59,4,8,59,54,
23,竹東,2016-10-21,57,4,4,57,35,
22,湖口,2016-10-21,59,8,6,59,56,
21,龍潭,2016-10-21,59,5,5,59,49,
20,平鎮,2016-10-21,52,8,6,52,50,
19,觀音,2016-10-21,64,6,7,64,64,
18,大園,2016-10-21,56,10,5,41,56,
17,桃園,2016-10-21,80,12,9,80,40,
16,大同,2016-10-21,43,6,27,,43,
15,松山,2016-10-21,32,3,6,32,16,
14,古亭,2016-10-21,48,3,7,48,20,
13,萬華,2016-10-21,44,6,14,44,29,
12,中山,2016-10-21,36,4,12,36,28,
11,士林,2016-10-21,45,5,10,45,34,
10,淡水,2016-10-21,39,6,5,39,37,
9,林口,2016-10-21,66,6,5,66,54,
8,菜寮,2016-10-21,40,,10,40,,
7,新莊,2016-10-21,46,6,11,46,40,
6,板橋,2016-10-21,52,7,12,52,42,
5,土城,2016-10-21,101,4,11,101,32,
4,新店,2016-10-21,51,2,5,51,12,
3,萬里,2016-10-21,44,4,4,44,25,
2,汐止,2016-10-21,23,3,7,23,14,
1,基隆,2016-10-21,20,3,7,20,19,
83,麥寮,2016-10-20,68,7,,,68,
80,關山,2016-10-20,15,1,,15,5,
78,馬公,2016-10-20,39,3,1,29,39,
77,金門,2016-10-20,38,5,2,26,38,
75,馬祖,2016-10-20,36,3,2,32,36,
72,埔里,2016-10-20,30,2,4,18,30,
71,復興,2016-10-20,57,10,13,,57,
70,永和,2016-10-20,14,2,4,,14,
69,竹山,2016-10-20,83,8,6,83,66,
68,中壢,2016-10-20,32,3,19,,32,
67,三重,2016-10-20,33,3,12,,33,
66,冬山,2016-10-20,17,7,3,17,,
65,宜蘭,2016-10-20,35,3,2,16,35,
64,陽明,2016-10-20,16,4,1,16,5,
63,花蓮,2016-10-20,18,3,3,17,18,
62,臺東,2016-10-20,32,2,3,13,32,
61,恆春,2016-10-20,30,1,1,23,30,
60,潮州,2016-10-20,56,5,7,28,56,
59,屏東,2016-10-20,64,5,11,31,64,
58,小港,2016-10-20,72,22,6,43,72,
57,前鎮,2016-10-20,61,9,,,61,
56,前金,2016-10-20,64,7,8,36,64,
54,左營,2016-10-20,65,8,6,39,65,
53,楠梓,2016-10-20,68,6,7,34,68,
52,林園,2016-10-20,50,6,5,29,50,
51,大寮,2016-10-20,79,6,9,32,79,
50,鳳山,2016-10-20,82,,11,,82,
49,仁武,2016-10-20,69,9,6,44,69,
48,橋頭,2016-10-20,62,6,7,31,62,
47,美濃,2016-10-20,48,3,5,34,48,
46,臺南,2016-10-20,63,7,15,63,62,
45,安南,2016-10-20,64,6,9,60,64,
44,善化,2016-10-20,72,6,6,72,70,
43,新營,2016-10-20,68,6,7,67,68,
42,嘉義,2016-10-20,80,5,9,80,69,
41,臺西,2016-10-20,56,8,,,56,
40,朴子,2016-10-20,66,4,5,60,66,
39,新港,2016-10-20,70,6,6,70,70,
38,崙背,2016-10-20,67,5,4,67,66,
37,斗六,2016-10-20,95,6,8,95,72,
36,南投,2016-10-20,91,5,8,91,71,
35,二林,2016-10-20,84,6,6,84,77,
34,線西,2016-10-20,70,10,,,70,
33,彰化,2016-10-20,99,10,8,99,72,
32,西屯,2016-10-20,110,10,8,110,77,
31,忠明,2016-10-20,110,8,10,110,79,
30,大里,2016-10-20,91,7,10,91,82,
29,沙鹿,2016-10-20,114,12,9,114,82,
28,豐原,2016-10-20,116,8,28,116,71,
27,三義,2016-10-20,132,4,9,132,66,
26,苗栗,2016-10-20,134,7,9,134,72,
25,頭份,2016-10-20,74,8,,,74,
24,新竹,2016-10-20,128,6,13,128,62,
23,竹東,2016-10-20,114,6,9,114,56,
22,湖口,2016-10-20,151,9,11,151,62,
21,龍潭,2016-10-20,71,3,8,71,47,
20,平鎮,2016-10-20,49,3,5,49,29,
19,觀音,2016-10-20,94,6,6,94,49,
18,大園,2016-10-20,28,5,2,18,28,
17,桃園,2016-10-20,19,4,2,19,17,
16,大同,2016-10-20,32,3,17,,32,
15,松山,2016-10-20,17,2,3,16,17,
14,古亭,2016-10-20,16,2,2,16,15,
13,萬華,2016-10-20,21,2,3,13,21,
12,中山,2016-10-20,19,2,5,13,19,
11,士林,2016-10-20,20,2,2,16,20,
10,淡水,2016-10-20,24,3,2,16,24,
9,林口,2016-10-20,35,2,2,15,35,
8,菜寮,2016-10-20,14,3,4,14,14,
7,新莊,2016-10-20,18,2,4,14,18,
6,板橋,2016-10-20,20,4,4,12,20,
5,土城,2016-10-20,17,1,2,17,11,
4,新店,2016-10-20,18,3,2,18,14,
3,萬里,2016-10-20,20,4,1,16,20,
2,汐止,2016-10-20,15,2,3,15,5,
1,基隆,2016-10-20,18,1,2,15,18,
83,麥寮,2016-10-19,72,7,,,72,
80,關山,2016-10-19,20,2,,20,17,
78,馬公,2016-10-19,40,4,2,40,37,
77,金門,2016-10-19,42,7,3,42,33,
75,馬祖,2016-10-19,46,4,3,44,46,
72,埔里,2016-10-19,77,2,6,77,55,
71,復興,2016-10-19,46,9,7,,46,
70,永和,2016-10-19,24,3,5,,24,
69,竹山,2016-10-19,78,6,5,78,68,
68,中壢,2016-10-19,31,3,12,,31,
67,三重,2016-10-19,31,6,16,,31,
66,冬山,2016-10-19,16,4,4,16,16,
65,宜蘭,2016-10-19,27,3,3,19,27,
64,陽明,2016-10-19,18,8,1,18,5,
63,花蓮,2016-10-19,23,4,4,20,23,
62,臺東,2016-10-19,38,2,3,18,38,
61,恆春,2016-10-19,25,1,1,25,18,
60,潮州,2016-10-19,59,7,3,59,54,
59,屏東,2016-10-19,66,6,6,66,57,
58,小港,2016-10-19,57,13,6,30,57,
57,前鎮,2016-10-19,50,9,,,50,
56,前金,2016-10-19,50,7,4,43,50,
54,左營,2016-10-19,52,8,4,44,52,
53,楠梓,2016-10-19,58,5,6,40,58,
52,林園,2016-10-19,55,8,5,55,45,
51,大寮,2016-10-19,66,10,6,37,66,
50,鳳山,2016-10-19,61,9,7,,61,
49,仁武,2016-10-19,60,7,6,41,60,
48,橋頭,2016-10-19,54,6,5,44,54,
47,美濃,2016-10-19,57,4,4,57,50,
46,臺南,2016-10-19,54,7,4,54,45,
45,安南,2016-10-19,57,6,5,57,53,
44,善化,2016-10-19,55,4,3,55,54,
43,新營,2016-10-19,60,5,4,60,58,
42,嘉義,2016-10-19,57,7,5,57,54,
41,臺西,2016-10-19,59,5,,,59,
40,朴子,2016-10-19,64,5,4,58,64,
39,新港,2016-10-19,64,5,5,61,64,
38,崙背,2016-10-19,70,5,4,70,69,
37,斗六,2016-10-19,70,7,5,70,62,
36,南投,2016-10-19,78,5,7,78,76,
35,二林,2016-10-19,76,10,5,64,76,
34,線西,2016-10-19,65,8,,,65,
33,彰化,2016-10-19,69,8,7,65,69,
32,西屯,2016-10-19,70,9,6,68,70,
31,忠明,2016-10-19,77,10,8,71,77,
30,大里,2016-10-19,84,10,9,84,78,
29,沙鹿,2016-10-19,74,10,7,63,74,
28,豐原,2016-10-19,84,7,7,84,66,
27,三義,2016-10-19,68,7,6,68,64,
26,苗栗,2016-10-19,64,6,8,64,62,
25,頭份,2016-10-19,60,6,,,60,
24,新竹,2016-10-19,53,4,6,53,39,
23,竹東,2016-10-19,71,5,6,71,54,
22,湖口,2016-10-19,23,6,3,23,18,
21,龍潭,2016-10-19,23,3,3,18,23,
20,平鎮,2016-10-19,21,4,3,19,21,
19,觀音,2016-10-19,27,8,2,20,27,
18,大園,2016-10-19,26,4,2,17,26,
17,桃園,2016-10-19,19,5,3,19,16,
16,大同,2016-10-19,32,3,12,,32,
15,松山,2016-10-19,15,2,3,15,15,
14,古亭,2016-10-19,18,2,3,18,13,
13,萬華,2016-10-19,19,3,4,14,19,
12,中山,2016-10-19,17,4,6,14,17,
11,士林,2016-10-19,19,2,2,19,19,
10,淡水,2016-10-19,19,3,2,19,17,
9,林口,2016-10-19,34,3,2,17,34,
8,菜寮,2016-10-19,16,1,4,16,11,
7,新莊,2016-10-19,17,2,4,16,17,
6,板橋,2016-10-19,16,4,4,16,15,
5,土城,2016-10-19,19,3,3,19,12,
4,新店,2016-10-19,20,2,3,20,5,
3,萬里,2016-10-19,26,4,1,22,26,
2,汐止,2016-10-19,15,3,3,15,11,
1,基隆,2016-10-19,18,2,2,18,16,
83,麥寮,2016-10-18,62,5,,,62,
80,關山,2016-10-18,13,2,,13,11,
78,馬公,2016-10-18,38,3,2,27,38,
77,金門,2016-10-18,34,6,3,34,30,
75,馬祖,2016-10-18,45,3,3,45,32,
72,埔里,2016-10-18,71,3,6,71,55,
71,復興,2016-10-18,38,7,7,,38,
70,永和,2016-10-18,5,1,5,,5,
69,竹山,2016-10-18,67,6,4,67,59,
68,中壢,2016-10-18,29,4,14,,29,
67,三重,2016-10-18,29,6,18,,29,
66,冬山,2016-10-18,19,4,2,19,,
65,宜蘭,2016-10-18,22,3,3,17,22,
64,陽明,2016-10-18,17,6,1,17,5,
63,花蓮,2016-10-18,18,2,3,18,14,
62,臺東,2016-10-18,16,2,3,14,16,
61,恆春,2016-10-18,24,2,1,24,16,
60,潮州,2016-10-18,58,6,4,55,58,
59,屏東,2016-10-18,51,5,6,51,51,
58,小港,2016-10-18,51,13,4,24,51,
57,前鎮,2016-10-18,46,6,,,46,
56,前金,2016-10-18,52,6,3,40,52,
54,左營,2016-10-18,50,6,4,41,50,
53,楠梓,2016-10-18,56,6,4,38,56,
52,林園,2016-10-18,44,7,3,44,42,
51,大寮,2016-10-18,62,8,6,40,62,
50,鳳山,2016-10-18,56,7,6,,56,
49,仁武,2016-10-18,55,7,4,36,55,
48,橋頭,2016-10-18,50,6,4,36,50,
47,美濃,2016-10-18,47,4,4,45,47,
46,臺南,2016-10-18,40,6,4,40,40,
45,安南,2016-10-18,49,5,4,44,49,
44,善化,2016-10-18,47,5,4,36,47,
43,新營,2016-10-18,55,6,4,40,55,
42,嘉義,2016-10-18,52,5,5,46,52,
41,臺西,2016-10-18,8,8,,,,
40,朴子,2016-10-18,58,6,4,39,58,
39,新港,2016-10-18,56,6,4,41,56,
38,崙背,2016-10-18,55,5,4,42,55,
37,斗六,2016-10-18,54,7,5,48,54,
36,南投,2016-10-18,68,4,7,58,68,
35,二林,2016-10-18,65,6,4,54,65,
34,線西,2016-10-18,60,10,,,60,
33,彰化,2016-10-18,70,8,9,70,59,
32,西屯,2016-10-18,70,9,8,70,68,
31,忠明,2016-10-18,82,9,9,82,64,
30,大里,2016-10-18,70,6,9,69,70,
29,沙鹿,2016-10-18,72,11,8,60,72,
28,豐原,2016-10-18,80,6,10,80,62,
27,三義,2016-10-18,69,8,6,69,64,
26,苗栗,2016-10-18,64,5,7,62,64,
25,頭份,2016-10-18,58,6,,,58,
24,新竹,2016-10-18,64,3,5,64,32,
23,竹東,2016-10-18,79,3,5,79,47,
22,湖口,2016-10-18,70,5,3,70,22,
21,龍潭,2016-10-18,24,3,3,21,24,
20,平鎮,2016-10-18,21,4,3,19,21,
19,觀音,2016-10-18,27,9,2,23,27,
18,大園,2016-10-18,21,5,2,16,21,
17,桃園,2016-10-18,17,5,3,17,15,
16,大同,2016-10-18,29,4,12,,29,
15,松山,2016-10-18,18,4,4,12,18,
14,古亭,2016-10-18,16,2,3,16,10,
13,萬華,2016-10-18,15,3,5,10,15,
12,中山,2016-10-18,14,3,7,10,14,
11,士林,2016-10-18,19,2,2,19,15,
10,淡水,2016-10-18,19,4,2,19,15,
9,林口,2016-10-18,28,2,2,15,28,
8,菜寮,2016-10-18,14,3,4,14,5,
7,新莊,2016-10-18,15,2,4,15,14,
6,板橋,2016-10-18,14,2,4,14,13,
5,土城,2016-10-18,16,2,3,16,10,
4,新店,2016-10-18,19,2,3,19,5,
3,萬里,2016-10-18,27,6,1,19,27,
2,汐止,2016-10-18,13,4,3,13,5,
1,基隆,2016-10-18,14,2,4,14,11,
83,麥寮,2016-10-17,68,4,,,68,
80,關山,2016-10-17,19,2,,19,13,
78,馬公,2016-10-17,28,2,1,22,28,
77,金門,2016-10-17,39,,2,39,32,
75,馬祖,2016-10-17,52,3,4,52,49,
72,埔里,2016-10-17,87,3,7,87,54,
71,復興,2016-10-17,52,8,9,,52,
70,永和,2016-10-17,10,2,6,,10,
69,竹山,2016-10-17,92,6,4,92,60,
68,中壢,2016-10-17,21,4,14,,21,
67,三重,2016-10-17,27,6,17,,27,
66,冬山,2016-10-17,12,4,3,12,,
